,ID,TYPE,USER_ID,GENDER,AGE,name,size_mb
0,1,1,1,MALE,25,000001_1_000001_MALE_25.jpg,1.8012981414794922
1,1,2,1,MALE,25,000001_2_000001_MALE_25.jpg,1.7385578155517578
2,1,3,1,MALE,25,000001_3_000001_MALE_25.jpg,1.7996673583984375
3,1,4,1,MALE,25,000001_4_000001_MALE_25.jpg,1.7402639389038086
4,2,1,2,MALE,23,000002_1_000002_MALE_23.jpg,1.5496950149536133
5,2,2,2,MALE,23,000002_2_000002_MALE_23.jpg,1.6311140060424805
6,2,3,2,MALE,23,000002_3_000002_MALE_23.jpg,1.3796100616455078
7,2,4,2,MALE,23,000002_4_000002_MALE_23.jpg,1.3732852935791016
8,3,1,3,FEMALE,22,000003_1_000003_FEMALE_22.jpg,0.4342336654663086
9,3,2,3,FEMALE,22,000003_2_000003_FEMALE_22.jpg,0.3702039718627929
10,3,3,3,FEMALE,22,000003_3_000003_FEMALE_22.jpg,0.4103813171386719
11,3,4,3,FEMALE,22,000003_4_000003_FEMALE_22.jpg,0.4275035858154297
12,4,1,4,FEMALE,25,000004_1_000004_FEMALE_25.jpg,1.771076202392578
13,4,2,4,FEMALE,25,000004_2_000004_FEMALE_25.jpg,1.6865663528442385
14,4,3,4,FEMALE,25,000004_3_000004_FEMALE_25.jpg,1.6461763381958008
15,4,4,4,FEMALE,25,000004_4_000004_FEMALE_25.jpg,1.5438776016235352
16,5,1,5,MALE,67,000005_1_000005_MALE_67.jpg,1.182398796081543
17,5,2,5,MALE,67,000005_2_000005_MALE_67.jpg,1.1648101806640625
18,5,3,5,MALE,67,000005_3_000005_MALE_67.jpg,0.9751100540161132
19,5,4,5,MALE,67,000005_4_000005_MALE_67.jpg,0.935927391052246
20,6,1,6,MALE,28,000006_1_000006_MALE_28.jpg,2.1334590911865234
21,6,2,6,MALE,28,000006_2_000006_MALE_28.jpg,1.877243995666504
22,6,3,6,MALE,28,000006_3_000006_MALE_28.jpg,1.7052555084228516
23,6,4,6,MALE,28,000006_4_000006_MALE_28.jpg,1.5240497589111328
24,7,1,7,MALE,44,000007_1_000007_MALE_44.jpg,0.429971694946289
25,7,2,7,MALE,44,000007_2_000007_MALE_44.jpg,0.4463672637939453
26,7,3,7,MALE,44,000007_3_000007_MALE_44.jpg,0.4898090362548828
27,7,4,7,MALE,44,000007_4_000007_MALE_44.jpg,0.4276599884033203
28,8,1,8,MALE,30,000008_1_000008_MALE_30.jpg,0.9654483795166016
29,8,2,8,MALE,30,000008_2_000008_MALE_30.jpg,0.9616308212280272
30,8,3,8,MALE,30,000008_3_000008_MALE_30.jpg,0.8710308074951172
31,8,4,8,MALE,30,000008_4_000008_MALE_30.jpg,0.8983526229858398
32,9,1,9,MALE,23,000009_1_000009_MALE_23.jpg,1.7855539321899414
33,9,2,9,MALE,23,000009_2_000009_MALE_23.jpg,1.7272825241088867
34,9,3,9,MALE,23,000009_3_000009_MALE_23.jpg,1.7715530395507812
35,9,4,9,MALE,23,000009_4_000009_MALE_23.jpg,1.7477893829345703
36,10,1,10,MALE,24,000010_1_000010_MALE_24.jpg,3.4481868743896484
37,10,2,10,MALE,24,000010_2_000010_MALE_24.jpg,3.3331966400146484
38,10,3,10,MALE,24,000010_3_000010_MALE_24.jpg,3.44180965423584
39,10,4,10,MALE,24,000010_4_000010_MALE_24.jpg,3.758220672607422
40,11,1,11,NONE,37,000011_1_000011_NONE_37.jpg,1.7818336486816406
41,11,2,11,NONE,37,000011_2_000011_NONE_37.jpg,1.80169677734375
42,11,3,11,NONE,37,000011_3_000011_NONE_37.jpg,1.734334945678711
43,11,4,11,NONE,37,000011_4_000011_NONE_37.jpg,1.7135047912597656
44,12,1,12,MALE,20,000012_1_000012_MALE_20.jpg,3.6749801635742183
45,12,2,12,MALE,20,000012_2_000012_MALE_20.jpg,3.671862602233887
46,12,3,12,MALE,20,000012_3_000012_MALE_20.jpg,3.5646181106567383
47,12,4,12,MALE,20,000012_4_000012_MALE_20.jpg,3.633444786071777
48,13,1,13,MALE,27,000013_1_000013_MALE_27.jpg,1.574030876159668
49,13,2,13,MALE,27,000013_2_000013_MALE_27.jpg,1.5125036239624023
50,13,3,13,MALE,27,000013_3_000013_MALE_27.jpg,1.5908222198486328
51,13,4,13,MALE,27,000013_4_000013_MALE_27.jpg,1.7487306594848633
52,14,1,14,MALE,27,000014_1_000014_MALE_27.jpg,2.1898441314697266
53,14,2,14,MALE,27,000014_2_000014_MALE_27.jpg,2.2835206985473637
54,14,3,14,MALE,27,000014_3_000014_MALE_27.jpg,2.129585266113281
55,14,4,14,MALE,27,000014_4_000014_MALE_27.jpg,2.304408073425293
56,15,1,15,FEMALE,31,000015_1_000015_FEMALE_31.jpg,2.8924007415771484
57,15,2,15,FEMALE,31,000015_2_000015_FEMALE_31.jpg,2.932175636291504
58,15,3,15,FEMALE,31,000015_3_000015_FEMALE_31.jpg,2.8598852157592773
59,15,4,15,FEMALE,31,000015_4_000015_FEMALE_31.jpg,2.7339000701904297
60,16,1,16,MALE,33,000016_1_000016_MALE_33.jpg,0.937087059020996
61,16,2,16,MALE,33,000016_2_000016_MALE_33.jpg,0.8891563415527344
62,16,3,16,MALE,33,000016_3_000016_MALE_33.jpg,0.9222373962402344
63,16,4,16,MALE,33,000016_4_000016_MALE_33.jpg,0.9020671844482422
